"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"Pennsylvania"	"42"	"2007"	"2007"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	86	734110	11.715
	"Pennsylvania"	"42"	"2007"	"2007"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	42	854928	4.913
	"Pennsylvania"	"42"	"2007"	"2007"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	11	88805	Unreliable
	"Pennsylvania"	"42"	"2007"	"2007"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	79	838720	9.419
	"Pennsylvania"	"42"	"2007"	"2007"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	16	677747	Unreliable
	"Pennsylvania"	"42"	"2007"	"2007"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	25	644730	3.878
	"Pennsylvania"	"42"	"2008"	"2008"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	26	704861	3.689
	"Pennsylvania"	"42"	"2008"	"2008"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	72	733542	9.815
	"Pennsylvania"	"42"	"2008"	"2008"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	28	601552	4.655
	"Pennsylvania"	"42"	"2008"	"2008"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	91	612101	14.867
	"Pennsylvania"	"42"	"2008"	"2008"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	40	717674	5.574
	"Pennsylvania"	"42"	"2008"	"2008"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	88	714668	12.313
	"Pennsylvania"	"42"	"2008"	"2008"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	58	855434	6.780
	"Pennsylvania"	"42"	"2008"	"2008"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	108	838968	12.873
	"Pennsylvania"	"42"	"2008"	"2008"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	15	693928	Unreliable
	"Pennsylvania"	"42"	"2008"	"2008"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	22	661988	3.323
	"Pennsylvania"	"42"	"2009"	"2009"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	28	705998	3.966
	"Pennsylvania"	"42"	"2009"	"2009"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	61	732871	8.323
	"Pennsylvania"	"42"	"2009"	"2009"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	32	606486	5.276
	"Pennsylvania"	"42"	"2009"	"2009"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	133	619470	21.470
	"Pennsylvania"	"42"	"2009"	"2009"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	48	694804	6.908
	"Pennsylvania"	"42"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	94	691931	13.585
	"Pennsylvania"	"42"	"2009"	"2009"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	48	854824	5.615
	"Pennsylvania"	"42"	"2009"	"2009"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	10	93207	Unreliable
	"Pennsylvania"	"42"	"2009"	"2009"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	93	838449	11.092
	"Pennsylvania"	"42"	"2009"	"2009"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	18	716512	Unreliable
	"Pennsylvania"	"42"	"2009"	"2009"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	33	685735	4.812
	"Pennsylvania"	"42"	"2010"	"2010"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	15	704025	Unreliable
	"Pennsylvania"	"42"	"2010"	"2010"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	79	730354	10.817
	"Pennsylvania"	"42"	"2010"	"2010"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	41	610309	6.718
	"Pennsylvania"	"42"	"2010"	"2010"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	117	623845	18.755
	"Pennsylvania"	"42"	"2010"	"2010"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	39	678604	5.747
	"Pennsylvania"	"42"	"2010"	"2010"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	92	676658	13.596
	"Pennsylvania"	"42"	"2010"	"2010"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	64	851307	7.518
	"Pennsylvania"	"42"	"2010"	"2010"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	80	834612	9.585
	"Pennsylvania"	"42"	"2010"	"2010"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	15	737032	Unreliable
	"Pennsylvania"	"42"	"2010"	"2010"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	34	707009	4.809
	"Pennsylvania"	"42"	"2011"	"2011"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	25	698813	3.577
	"Pennsylvania"	"42"	"2011"	"2011"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	76	725393	10.477
	"Pennsylvania"	"42"	"2011"	"2011"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	54	623957	8.654
	"Pennsylvania"	"42"	"2011"	"2011"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	158	639886	24.692
	"Pennsylvania"	"42"	"2011"	"2011"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	50	657725	7.602
	"Pennsylvania"	"42"	"2011"	"2011"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	99	658226	15.040
	"Pennsylvania"	"42"	"2011"	"2011"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	73	838377	8.707
	"Pennsylvania"	"42"	"2011"	"2011"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	11	95017	Unreliable
	"Pennsylvania"	"42"	"2011"	"2011"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	92	820909	11.207
	"Pennsylvania"	"42"	"2011"	"2011"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	26	768173	3.385
	"Pennsylvania"	"42"	"2011"	"2011"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	38	737504	5.153
	"Pennsylvania"	"42"	"2012"	"2012"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	28	691148	4.051
	"Pennsylvania"	"42"	"2012"	"2012"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	67	715681	9.362
	"Pennsylvania"	"42"	"2012"	"2012"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	75	632333	11.861
	"Pennsylvania"	"42"	"2012"	"2012"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	176	651167	27.028
	"Pennsylvania"	"42"	"2012"	"2012"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	52	642615	8.092
	"Pennsylvania"	"42"	"2012"	"2012"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	113	644719	17.527
	"Pennsylvania"	"42"	"2012"	"2012"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	67	819877	8.172
	"Pennsylvania"	"42"	"2012"	"2012"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	118	804184	14.673
	"Pennsylvania"	"42"	"2012"	"2012"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	26	772764	3.365
	"Pennsylvania"	"42"	"2012"	"2012"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	42	741520	5.664
	"Pennsylvania"	"42"	"2013"	"2013"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	25	676757	3.694
	"Pennsylvania"	"42"	"2013"	"2013"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	83	701565	11.831
	"Pennsylvania"	"42"	"2013"	"2013"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	73	642788	11.357
	"Pennsylvania"	"42"	"2013"	"2013"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	208	664966	31.280
	"Pennsylvania"	"42"	"2013"	"2013"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	69	630404	10.945
	"Pennsylvania"	"42"	"2013"	"2013"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	132	634456	20.805
	"Pennsylvania"	"42"	"2013"	"2013"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	72	799082	9.010
	"Pennsylvania"	"42"	"2013"	"2013"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	122	784125	15.559
	"Pennsylvania"	"42"	"2013"	"2013"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	41	784372	5.227
	"Pennsylvania"	"42"	"2013"	"2013"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	62	754067	8.222
	"Pennsylvania"	"42"	"2014"	"2014"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	37	665359	5.561
	"Pennsylvania"	"42"	"2014"	"2014"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	122	689793	17.686
	"Pennsylvania"	"42"	"2014"	"2014"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	75	649614	11.545
	"Pennsylvania"	"42"	"2014"	"2014"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	217	673659	32.212
	"Pennsylvania"	"42"	"2014"	"2014"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	78	619667	12.587
	"Pennsylvania"	"42"	"2014"	"2014"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	154	625020	24.639
	"Pennsylvania"	"42"	"2014"	"2014"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	83	779802	10.644
	"Pennsylvania"	"42"	"2014"	"2014"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	126	766309	16.442
	"Pennsylvania"	"42"	"2014"	"2014"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	37	794608	4.656
	"Pennsylvania"	"42"	"2014"	"2014"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	12	74284	Unreliable
	"Pennsylvania"	"42"	"2014"	"2014"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	73	764123	9.553
	"Pennsylvania"	"42"	"2014"	"2014"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	11	549786	Unreliable
	"Rhode Island"	"44"	"2000"	"2000"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	21	76102	27.595
	"Rhode Island"	"44"	"2001"	"2001"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	12	59011	Unreliable
	"Rhode Island"	"44"	"2001"	"2001"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	19	75604	Unreliable
	"Rhode Island"	"44"	"2001"	"2001"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	12	67101	Unreliable
	"Rhode Island"	"44"	"2002"	"2002"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	26	74759	34.778
	"Rhode Island"	"44"	"2002"	"2002"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	11	67538	Unreliable
	"Rhode Island"	"44"	"2003"	"2003"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	10	60070	Unreliable
	"Rhode Island"	"44"	"2003"	"2003"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	12	57980	Unreliable
	"Rhode Island"	"44"	"2003"	"2003"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	34	73426	46.305
	"Rhode Island"	"44"	"2003"	"2003"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	22	68678	32.034
	"Rhode Island"	"44"	"2004"	"2004"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	10	57208	Unreliable
	"Rhode Island"	"44"	"2004"	"2004"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	17	72042	Unreliable
	"Rhode Island"	"44"	"2004"	"2004"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	10	69411	Unreliable
	"Rhode Island"	"44"	"2005"	"2005"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	13	73278	Unreliable
	"Rhode Island"	"44"	"2005"	"2005"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	21	70192	29.918
	"Rhode Island"	"44"	"2005"	"2005"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	14	74512	Unreliable
	"Rhode Island"	"44"	"2005"	"2005"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	28	69673	40.188
	"Rhode Island"	"44"	"2006"	"2006"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	21	54017	38.877
	"Rhode Island"	"44"	"2006"	"2006"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	29	67691	42.842
	"Rhode Island"	"44"	"2006"	"2006"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	33	70418	46.863
	"Rhode Island"	"44"	"2007"	"2007"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	15	65349	Unreliable
	"Rhode Island"	"44"	"2007"	"2007"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	26	70833	36.706
	"Rhode Island"	"44"	"2008"	"2008"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	19	53235	Unreliable
	"Rhode Island"	"44"	"2008"	"2008"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	24	62762	38.240
	"Rhode Island"	"44"	"2008"	"2008"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	13	75938	Unreliable
	"Rhode Island"	"44"	"2008"	"2008"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	25	70928	35.247
	"Rhode Island"	"44"	"2008"	"2008"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	15	54956	Unreliable
	"Rhode Island"	"44"	"2009"	"2009"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	13	68789	Unreliable
	"Rhode Island"	"44"	"2009"	"2009"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	10	52879	Unreliable
	"Rhode Island"	"44"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	20	59966	33.352
	"Rhode Island"	"44"	"2009"	"2009"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	12	75900	Unreliable
	"Rhode Island"	"44"	"2009"	"2009"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	21	71221	29.486
	"Rhode Island"	"44"	"2010"	"2010"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	12	53002	Unreliable
	"Rhode Island"	"44"	"2010"	"2010"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	21	58392	35.964
	"Rhode Island"	"44"	"2010"	"2010"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	14	75621	Unreliable
	"Rhode Island"	"44"	"2010"	"2010"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	24	70928	33.837
	"Rhode Island"	"44"	"2011"	"2011"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	14	53821	Unreliable
	"Rhode Island"	"44"	"2011"	"2011"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	15	53834	Unreliable
	"Rhode Island"	"44"	"2011"	"2011"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	20	56001	35.714
	"Rhode Island"	"44"	"2011"	"2011"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	16	74451	Unreliable
	"Rhode Island"	"44"	"2011"	"2011"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	25	69530	35.956
	"Rhode Island"	"44"	"2011"	"2011"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	11	65027	Unreliable
	"Rhode Island"	"44"	"2011"	"2011"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	14	60386	Unreliable
	"Rhode Island"	"44"	"2012"	"2012"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	21	54671	38.412
	"Rhode Island"	"44"	"2012"	"2012"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	25	54324	46.020
	"Rhode Island"	"44"	"2012"	"2012"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	17	73126	Unreliable
	"Rhode Island"	"44"	"2012"	"2012"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	27	68316	39.522
	"Rhode Island"	"44"	"2012"	"2012"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	20	60624	32.990
	"Rhode Island"	"44"	"2013"	"2013"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	10	65689	Unreliable
	"Rhode Island"	"44"	"2013"	"2013"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	36	56644	63.555
	"Rhode Island"	"44"	"2013"	"2013"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	30	53130	56.465
	"Rhode Island"	"44"	"2013"	"2013"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	22	71623	30.716
	"Rhode Island"	"44"	"2013"	"2013"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	45	67008	67.156
	"Rhode Island"	"44"	"2013"	"2013"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	11	61638	Unreliable
	"Rhode Island"	"44"	"2014"	"2014"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	12	56276	Unreliable
	"Rhode Island"	"44"	"2014"	"2014"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	41	57995	70.696
	"Rhode Island"	"44"	"2014"	"2014"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	13	54140	Unreliable
	"Rhode Island"	"44"	"2014"	"2014"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	34	52279	65.036
	"Rhode Island"	"44"	"2014"	"2014"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	16	70172	Unreliable
	"Rhode Island"	"44"	"2014"	"2014"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	29	65627	44.189
	"Rhode Island"	"44"	"2014"	"2014"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	13	67813	Unreliable
	"Rhode Island"	"44"	"2014"	"2014"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	17	62214	Unreliable
	"South Carolina"	"45"	"1999"	"1999"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	15	216747	Unreliable
	"South Carolina"	"45"	"2000"	"2000"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	12	196527	Unreliable
	"South Carolina"	"45"	"2000"	"2000"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	18	217529	Unreliable
	"South Carolina"	"45"	"2000"	"2000"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	16	193808	Unreliable
	"South Carolina"	"45"	"2001"	"2001"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	12	193308	Unreliable
	"South Carolina"	"45"	"2001"	"2001"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	17	217034	Unreliable
	"South Carolina"	"45"	"2002"	"2002"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	18	193682	Unreliable
	"South Carolina"	"45"	"2002"	"2002"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	22	214935	10.236
	"South Carolina"	"45"	"2002"	"2002"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	10	206944	Unreliable
	"South Carolina"	"45"	"2003"	"2003"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	13	193169	Unreliable
	"South Carolina"	"45"	"2003"	"2003"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	13	209910	Unreliable
	"South Carolina"	"45"	"2003"	"2003"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	22	212983	10.329
	"South Carolina"	"45"	"2003"	"2003"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	10	209266	Unreliable
	"South Carolina"	"45"	"2003"	"2003"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	10	203631	Unreliable
	"South Carolina"	"45"	"2004"	"2004"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	11	200682	Unreliable
	"South Carolina"	"45"	"2004"	"2004"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	17	193844	Unreliable
	"South Carolina"	"45"	"2004"	"2004"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	20	209711	9.537
	"South Carolina"	"45"	"2004"	"2004"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	24	213124	11.261
	"South Carolina"	"45"	"2004"	"2004"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	13	212634	Unreliable
	"South Carolina"	"45"	"2004"	"2004"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	19	206686	Unreliable
	"South Carolina"	"45"	"2005"	"2005"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	15	203483	Unreliable
	"South Carolina"	"45"	"2005"	"2005"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	18	193592	Unreliable
	"South Carolina"	"45"	"2005"	"2005"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	13	209814	Unreliable
	"South Carolina"	"45"	"2005"	"2005"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	25	213685	11.699
	"South Carolina"	"45"	"2005"	"2005"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	19	216814	Unreliable
	"South Carolina"	"45"	"2005"	"2005"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	23	210442	10.929
	"South Carolina"	"45"	"2006"	"2006"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	22	206805	10.638
	"South Carolina"	"45"	"2006"	"2006"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	19	188849	Unreliable
	"South Carolina"	"45"	"2006"	"2006"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	24	194848	12.317
	"South Carolina"	"45"	"2006"	"2006"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	22	210962	10.428
	"South Carolina"	"45"	"2006"	"2006"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	32	215521	14.848
	"South Carolina"	"45"	"2006"	"2006"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	27	222376	12.142
	"South Carolina"	"45"	"2006"	"2006"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	26	215538	12.063
	"South Carolina"	"45"	"2006"	"2006"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	15	184505	Unreliable
	"South Carolina"	"45"	"2007"	"2007"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	14	211644	Unreliable
	"South Carolina"	"45"	"2007"	"2007"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	17	195977	Unreliable
	"South Carolina"	"45"	"2007"	"2007"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	20	212049	9.432
	"South Carolina"	"45"	"2007"	"2007"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	27	216602	12.465
	"South Carolina"	"45"	"2007"	"2007"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	36	226816	15.872
	"South Carolina"	"45"	"2007"	"2007"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	28	220170	12.717
	"South Carolina"	"45"	"2007"	"2007"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	16	204243	Unreliable
	"South Carolina"	"45"	"2008"	"2008"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	14	214613	Unreliable
	"South Carolina"	"45"	"2008"	"2008"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	13	193134	Unreliable
	"South Carolina"	"45"	"2008"	"2008"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	27	199576	13.529
	"South Carolina"	"45"	"2008"	"2008"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	20	211855	9.440
	"South Carolina"	"45"	"2008"	"2008"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	23	216516	10.623
	"South Carolina"	"45"	"2008"	"2008"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	28	230324	12.157
	"South Carolina"	"45"	"2008"	"2008"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	41	224423	18.269
	"South Carolina"	"45"	"2008"	"2008"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	10	211194	Unreliable
	"South Carolina"	"45"	"2008"	"2008"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	11	196967	Unreliable
	"South Carolina"	"45"	"2009"	"2009"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	12	203391	Unreliable
	"South Carolina"	"45"	"2009"	"2009"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	11	217074	Unreliable
	"South Carolina"	"45"	"2009"	"2009"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	31	201281	15.401
	"South Carolina"	"45"	"2009"	"2009"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	21	209562	10.021
	"South Carolina"	"45"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	25	213559	11.706
	"South Carolina"	"45"	"2009"	"2009"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	33	233780	14.116
	"South Carolina"	"45"	"2009"	"2009"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	35	227433	15.389
	"South Carolina"	"45"	"2009"	"2009"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	10	217388	Unreliable
	"South Carolina"	"45"	"2009"	"2009"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	12	201712	Unreliable
	"South Carolina"	"45"	"2010"	"2010"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	18	218002	Unreliable
	"South Carolina"	"45"	"2010"	"2010"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	22	196007	11.224
	"South Carolina"	"45"	"2010"	"2010"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	36	202864	17.746
